Symbol,Name,Country,Sector,Industry
MOV,Movado Group Inc. Common Stock,United States,Consumer Discretionary,Consumer Specialties
MOVE,Movano Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MOXC,Moxian (BVI) Inc Ordinary Shares,China,Technology,Interactive Media
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,United States,Finance,Finance Companies
MPAA,Motorcar Parts  of America Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
MPAC,Model Performance Acquisition Corp. Class A Ordinary Share,Hong Kong,Finance,Business Services
MPACR,Model Performance Acquisition Corp. Right,Hong Kong,Finance,Business Services
MPACW,Model Performance Acquisition Corp. Warrant,Hong Kong,Finance,Business Services
MPB,Mid Penn Bancorp Common Stock,United States,Finance,Major Banks
MPC,Marathon Petroleum Corporation Common Stock,United States,Energy,Integrated oil Companies
MPLX,MPLX LP Common Units Representing Limited Partner Interests,United States,Energy,Oil & Gas Production
MPRA,Mercato Partners Acquisition Corporation Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
MPRAU,Mercato Partners Acquisition Corporation Unit,United States,Industrials,Consumer Electronics/Appliances
MPV,Barings Participation Investors Common Stock,United States,Finance,Finance Companies
MPW,Medical Properties Trust Inc. common stock,United States,Real Estate,Real Estate Investment Trusts
MPWR,Monolithic Power Systems Inc. Common Stock,United States,Technology,Semiconductors
MPX,Marine Products Corporation Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
MQ,Marqeta Inc. Class A Common Stock,United States,Technology,EDP Services
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,United States,Finance,Investment Managers
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,United States,Finance,Investment Managers
MRAI,Marpai Inc. Class A Common Stock,United States,Health Care,Managed Health Care
MRAM,Everspin Technologies Inc. Common Stock,United States,Technology,Electronic Components
MRBK,Meridian Corporation Common Stock,United States,Finance,Major Banks
MRC,MRC Global Inc. Common Stock,United States,Industrials,Fluid Controls
MRCC,Monroe Capital Corporation Common Stock,United States,Finance,Investment Managers
MREO,Mereo BioPharma Group plc American Depositary Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
MRIN,Marin Software Incorporated Common Stock,United States,Technology,Computer Software: Prepackaged Software
MRK,Merck & Company Inc. Common Stock (new),United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRKR,Marker Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,Japan,Consumer Discretionary,Other Consumer Services
MRNA,Moderna Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRNS,Marinus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRO,Marathon Oil Corporation Common Stock,United States,Energy,Oil & Gas Production
MRSN,Mersana Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRTN,Marten Transport Ltd. Common Stock,United States,Industrials,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRUS,Merus N.V. Common Shares,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,Bermuda,Technology,Semiconductors
MS,Morgan Stanley Common Stock,United States,Finance,Investment Bankers/Brokers/Service
MSA,MSA Safety Incorporated Common Stock,United States,Technology,Security Systems Services
MSAC,Medicus Sciences Acquisition Corp. Class A Ordinary Share,United States,Finance,Business Services
MSACW,Medicus Sciences Acquisition Corp. Warrant,United States,Finance,Business Services
MSB,Mesabi Trust Common Stock,United States,Basic Materials,Metal Mining
MSBI,Midland States Bancorp Inc. Common Stock,United States,Finance,Major Banks
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,United States,Finance,Major Banks
MSCI,MSCI Inc Common Stock,United States,Finance,Advertising
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MSDA,MSD Acquisition Corp. Class A Ordinary Shares,United States,Finance,Business Services
MSDAU,MSD Acquisition Corp. Unit,United States,Finance,Business Services
MSDAW,MSD Acquisition Corp. Warrant,United States,Finance,Business Services
MSEX,Middlesex Water Company Common Stock,United States,Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),United States,Consumer Discretionary,Hotels/Resorts
MSI,Motorola Solutions Inc. Common Stock,United States,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MSN,Emerson Radio Corporation Common Stock,United States,Consumer Staples,Consumer Electronics/Appliances
MSPR,MSP Recovery Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MSPRW,MSP Recovery Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
MSPRZ,MSP Recovery Inc. Warrant,United States,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated Common Stock Class A,United States,Technology,Computer Software: Prepackaged Software
MSVB,Mid-Southern Bancorp Inc. Common Stock,United States,Finance,Major Banks
MT,Arcelor Mittal NY Registry Shares NEW,Luxembourg,Industrials,Steel/Iron Ore
MTAC,MedTech Acquisition Corporation Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
MTB,M&T Bank Corporation Common Stock,United States,Finance,Major Banks
MTBC,CareCloud Inc. Common Stock,United States,Health Care,Managed Health Care
MTBCO,CareCloud Inc. 8.75% Series B Cumulative Redeemable Perpetual Preferred Stock,United States,Health Care,Managed Health Care
MTBCP,CareCloud Inc. 11% Series A Cumulative Redeemable Perpetual Preferred Stock,United States,Health Care,Managed Health Care
MTC,MMTec Inc. Common Shares,China,Technology,Computer Software: Prepackaged Software
MTCH,Match Group Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
MTCN,ArcelorMittal 5.50% Mandatorily Convertible Subordinated Notes due 2023,Luxembourg,Industrials,Steel/Iron Ore
MTCR,Metacrine Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
MTD,Mettler-Toledo International Inc. Common Stock,Switzerland,Health Care,Medical Specialities
MTDR,Matador Resources Company Common Stock,United States,Energy,Oil & Gas Production
MTEM,Molecular Templates Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTEX,Mannatech Incorporated Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
MTG,MGIC Investment Corporation Common Stock,United States,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,United States,Consumer Discretionary,Homebuilding
MTLS,Materialise NV American Depositary Shares,Belgium,Technology,Computer Software: Prepackaged Software
MTMT,Mega Matrix Corp. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
MTN,Vail Resorts Inc. Common Stock,United States,Consumer Discretionary,Movies/Entertainment
MTNB,Matinas Biopharma Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MTP,Midatech Pharma PLC American Depositary Shs,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
MTR,Mesa Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
MTRX,Matrix Service Company Common Stock,United States,Consumer Discretionary,Military/Government/Technical
MTRY,Monterey Bio Acquisition Corporation Common Stock,United States,Industrials,Consumer Electronics/Appliances
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,United States,Technology,Semiconductors
MTTR,Matterport Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
MTW,Manitowoc Company Inc. (The) Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,United States,Industrials,Major Chemicals
MTZ,MasTec Inc. Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,Micron Technology Inc. Common Stock,United States,Technology,Semiconductors
MUA,Blackrock MuniAssets Fund Inc Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,United States,Finance,Finance Companies
MUDS,Mudrick Capital Acquisition Corporation II Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
MUDSU,Mudrick Capital Acquisition Corporation II Unit,United States,Industrials,Consumer Electronics/Appliances
MUDSW,Mudrick Capital Acquisition Corporation II Warrant,United States,Industrials,Consumer Electronics/Appliances
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Japan,Finance,Commercial Banks
MUI,BlackRock Municipal Income Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MULN,Mullen Automotive Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
MUR,Murphy Oil Corporation Common Stock,United States,Energy,Oil & Gas Production
MURFW,Murphy Canyon Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
MUSA,Murphy USA Inc. Common Stock,United States,Utilities,Natural Gas Distribution
MUX,McEwen Mining Inc. Common Stock,Canada,Basic Materials,Other Metals and Minerals
MVBF,MVB Financial Corp. Common Stock,United States,Finance,Savings Institutions
MVF,Blackrock MuniVest Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
MVIS,MicroVision Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MVO,MV Oil Trust Units of Beneficial Interests,United States,Energy,Oil & Gas Production
MVST,Microvast Holdings Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
MVSTW,Microvast Holdings Inc. Warrants,United States,Industrials,Industrial Machinery/Components
MVT,Blackrock MuniVest Fund II Inc.  Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MWA,MUELLER WATER PRODUCTS Common Stock,United States,Industrials,Office Equipment/Supplies/Services
MX,Magnachip Semiconductor Corporation Common Stock,Luxembourg,Technology,Semiconductors
MXC,Mexco Energy Corporation Common Stock,United States,Energy,Oil & Gas Production
MXCT,MaxCyte Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,United States,Finance,Finance Companies
MXF,Mexico Fund Inc. (The) Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MXL,MaxLinear Inc. Common Stock,United States,Technology,Semiconductors
MYD,Blackrock MuniYield Fund Inc.  Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
MYE,Myers Industries Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
MYFW,First Western Financial Inc. Common Stock,United States,Finance,Major Banks
MYGN,Myriad Genetics Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,United States,Finance,Finance Companies
MYMD,MyMD Pharmaceuticals Inc. Common Stock,United States,Health Care," Medicinal Chemicals and Botanical Products "
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,United States,Finance,Finance Companies
MYO,Myomo Inc. Common Stock,United States,Health Care,Industrial Specialties
MYOV,Myovant Sciences Ltd. Common Shares,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MYPS,PLAYSTUDIOS Inc.  Class A Common Stock,United States,Technology,EDP Services
MYRG,MYR Group Inc. Common Stock,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MYSZ,My Size Inc. Common Stock,Israel,Technology,Retail: Computer Software & Peripheral Equipment
NAAC,North Atlantic Acquisition Corporation Class A Ordinary Share,Malta,Finance,Business Services
NAACW,North Atlantic Acquisition Corporation Warrant,Malta,Finance,Business Services
NAAS,NaaS Technology Inc. American Depositary Shares,China,Consumer Discretionary,Service to the Health Industry
NAC,Nuveen California Quality Municipal Income Fund,United States,Finance,Investment Managers
NAD,Nuveen Quality Municipal Income Fund Common Stock,United States,Finance,Investment Managers
NAII,Natural Alternatives International Inc. Common Stock,United States,Consumer Discretionary,Food Distributors
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,United States,Finance,Investment Managers
NAOV,NanoVibronix Inc. Common Stock,United States,Health Care,Industrial Specialties
NARI,Inari Medical Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NAT,Nordic American Tankers Limited Common Stock,Bermuda,Consumer Discretionary,Marine Transportation
NATH,Nathan's Famous Inc. Common Stock,United States,Consumer Discretionary,Restaurants
NATI,National Instruments Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
NATR,Nature's Sunshine Products Inc. Common Stock,United States,Consumer Staples,Farming/Seeds/Milling
NAUT,Nautilus Biotechnolgy Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NAVI,Navient Corporation Common Stock,United States,Finance,Finance: Consumer Services
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,United States,Finance,Finance/Investors Services
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
NBEV,NewAge Inc. Common Stock (Delaware),United States,Consumer Staples,Beverages (Production/Distribution)
NBH,Neuberger Berman Municipal Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
NBHC,National Bank Holdings Corporation Common Stock,United States,Finance,Major Banks
NBIX,Neurocrine Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBN,Northeast Bank Common Stock,United States,Finance,Major Banks
NBO,Neuberger Berman New York Municipal Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
NBR,Nabors Industries Ltd.,Bermuda,Energy,Oil & Gas Production
NBRV,Nabriva Therapeutics plc Ordinary Shares Ireland,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
NBSE,NeuBase Therapeutics Inc.  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NBST,Newbury Street Acquisition Corporation Common Stock,United States,Industrials,Consumer Electronics/Appliances
NBSTU,Newbury Street Acquisition Corporation Units,United States,Industrials,Consumer Electronics/Appliances
NBSTW,Newbury Street Acquisition Corporation Warrants,United States,Industrials,Consumer Electronics/Appliances
NBTB,NBT Bancorp Inc. Common Stock,United States,Finance,Major Banks
NBTX,Nanobiotix S.A. American Depositary Shares,France,Health Care,Biotechnology: Pharmaceutical Preparations
NBW,Neuberger Berman California Municipal Fund Inc Common Stock,United States,Finance,Finance/Investors Services
NBY,NovaBay Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NCA,Nuveen California Municipal Value Fund,United States,Finance,Investment Managers
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,United States,Consumer Discretionary,Marine Transportation
NCMI,National CineMedia Inc. Common Stock,United States,Consumer Discretionary,Advertising
NCNA,NuCana plc American Depositary Share,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
NCNO,nCino Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NCPL,Netcapital Inc. Common Stock,United States,Finance,Investment Managers
NCPLW,Netcapital Inc. Warrants,United States,Finance,Investment Managers
NCR,NCR Corporation Common Stock,United States,Miscellaneous,Office Equipment/Supplies/Services
NCRA,Nocera Inc. Common Stock,Taiwan,Consumer Staples,Packaged Foods
NCSM,NCS Multistage Holdings Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NCTY,The9 Limited American Depository Shares,China,Technology,Computer Software: Prepackaged Software
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,United States,Finance,Finance Companies
NDAC,NightDragon Acquisition Corp. Class A Common stock,United States,Industrials,Consumer Electronics/Appliances
NDACU,NightDragon Acquisition Corp. SCALE Units,United States,Industrials,Consumer Electronics/Appliances
NDACW,NightDragon Acquisition Corp. Warrants to purchase Class A common stock,United States,Industrials,Consumer Electronics/Appliances
NDAQ,Nasdaq Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
NDLS,Noodles & Company Class A Common Stock,United States,Consumer Discretionary,Restaurants
NDP,Tortoise Energy Independence Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
NDRA,ENDRA Life Sciences Inc. Common Stock,United States,Health Care,Medical Specialities
NDSN,Nordson Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,United States,Finance,Finance/Investors Services
NECB,NorthEast Community Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
NEE,NextEra Energy Inc. Common Stock,United States,Utilities,Electric Utilities: Central
NEM,Newmont Corporation,United States,Basic Materials,Precious Metals
NEN,New England Realty Associates Limited Partnership Class A Depositary Receipts Evidencing Units of Limited Partnership,United States,Finance,Real Estate
NEO,NeoGenomics Inc. Common Stock,United States,Health Care,Precision Instruments
NEOG,Neogen Corporation Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEOGV,Neogen Corporation Common Stock When Issued,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc. Common Stock,Sweden,Technology,Industrial Machinery/Components
NEOV,NeoVolta Inc. Common Stock,United States,Consumer Discretionary,Electrical Products
NEOVW,NeoVolta Inc. Warrant,United States,Consumer Discretionary,Electrical Products
NEP,NextEra Energy Partners LP Common Units representing limited partner interests,United States,Utilities,Electric Utilities: Central
NEPH,Nephros Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
NERV,Minerva Neurosciences Inc Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NESR,National Energy Services Reunited Corp. Ordinary Shares,United States,Finance,Business Services
NESRW,National Energy Services Reunited Corp. Warrant,United States,Energy,Oilfield Services/Equipment
NET,Cloudflare Inc. Class A Common Stock,United States,Technology,EDP Services
NETI,Eneti Inc. Common Stock,Monaco,Consumer Discretionary,Marine Transportation
NEU,NewMarket Corp Common Stock,United States,Industrials,Major Chemicals
NEWR,New Relic Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NEWT,Newtek Business Services Corp. Common Stock (Maryland),United States,Finance,Finance/Investors Services
NEWTL,Newtek Business Services Corp. 5.75% Notes due 2024,United States,Finance,Finance/Investors Services
NEX,NexTier Oilfield Solutions Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NEXI,NexImmune Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NEXT,NextDecade Corporation Common Stock,United States,Energy,Oil & Gas Production
NFBK,Northfield Bancorp Inc. Common Stock (Delaware),United States,Finance,Major Banks
NFE,New Fortress Energy Inc. Class A Common Stock,United States,Utilities,Oil/Gas Transmission
NFG,National Fuel Gas Company Common Stock,United States,Energy,Oil & Gas Production
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,United States,Finance,Trusts Except Educational Religious and Charitable
NFLX,Netflix Inc. Common Stock,United States,Consumer Discretionary,Movies/Entertainment
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,United Kingdom,Utilities,Natural Gas Distribution
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,United States,Energy,Oil & Gas Production
NGM,NGM Biopharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NGMS,NeoGames S.A. Ordinary Shares,Israel,Consumer Discretionary,Services-Misc. Amusement & Recreation
NGS,Natural Gas Services Group Inc. Common Stock,United States,Industrials,Metal Fabrications
NGVC,Natural Grocers by Vitamin Cottage Inc. Common Stock,United States,Consumer Staples,Food Chains
NH,NantHealth Inc. Common Stock,United States,Health Care,Managed Health Care
NHC,National HealthCare Corporation Common Stock,United States,Health Care,Hospital/Nursing Management
NHI,National Health Investors Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
NHIC,NewHold Investment Corp. II Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
NHICU,NewHold Investment Corp. II Unit,United States,Industrials,Consumer Electronics/Appliances
NHICW,NewHold Investment Corp. II Warrant,United States,Industrials,Consumer Electronics/Appliances
NHS,Neuberger Berman High Yield Strategies Fund,United States,Finance,Trusts Except Educational Religious and Charitable
NHTC,Natural Health Trends Corp. Common Stock,United States,Miscellaneous,Diversified Commercial Services
NHWK,NightHawk Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NI,NiSource Inc Common Stock,United States,Utilities,Power Generation
NIC,Nicolet Bankshares Inc. Common Stock,United States,Finance,Major Banks
NICE,NICE Ltd American Depositary Shares,Israel,Technology,Computer Manufacturing
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest,United States,Finance,Finance Companies
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,United States,Finance,Investment Managers
NILE,BitNile Holdings Inc. Common Stock,United States,Industrials,Military/Government/Technical
NIM,Nuveen Select Maturities Municipal Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NIMC,NiSource Inc Series A Corporate Units,United States,Utilities,Power Generation
NINE,Nine Energy Service Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
NISN,NiSun International Enterprise Development Group Co. Ltd. Class A Common Shares,China,Industrials,Metal Fabrications
NIU,Niu Technologies American Depositary Shares,China,Consumer Discretionary,Auto Manufacturing
NJR,NewJersey Resources Corporation Common Stock,United States,Utilities,Oil/Gas Transmission
NKE,Nike Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
NKG,"Nuveen Georgia Quality Municipal Income Fund ",United States,Finance,Finance/Investors Services
NKLA,Nikola Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
NKSH,National Bankshares Inc. Common Stock,United States,Finance,Major Banks
NKTR,Nektar Therapeutics  Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NKTX,Nkarta Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,United States,Finance,Finance/Investors Services
NL,NL Industries Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
NLIT,Northern Lights Acquisition Corp. Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
NLOK,NortonLifeLock Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NLS,Nautilus Inc. Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
NLSN,Nielsen N.V. Ordinary Shares,Netherlands,Consumer Discretionary,Business Services
NLSP,NLS Pharmaceutics Ltd. Ordinary Shares,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
NLSPW,NLS Pharmaceutics Ltd. Warrant,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
NLTX,Neoleukin Therapeutics Inc. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
NLY,Annaly Capital Management Inc Common Stock,United States,Real Estate,Real Estate Investment Trusts
NM,Navios Maritime Holdings Inc. Common Stock,Monaco,Finance,Business Services
NMFC,New Mountain Finance Corporation Common Stock,United States,Finance,Finance/Investors Services
NMI,Nuveen Municipal Income Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NMIH,NMI Holdings Inc. Class A Common Stock,United States,Finance,Property-Casualty Insurers
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests,Greece,Consumer Discretionary,Marine Transportation
NMMC,North Mountain Merger Corp. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
NMMCU,North Mountain Merger Corp. Unit,United States,Technology,Computer Software: Prepackaged Software
NMMCW,North Mountain Merger Corp. Warrant,United States,Technology,Computer Software: Prepackaged Software
NMR,Nomura Holdings Inc ADR American Depositary Shares,Japan,Finance,Investment Bankers/Brokers/Service
NMRD,Nemaura Medical Inc. Common Stock,United Kingdom,Health Care,Medical Specialities
NMRK,Newmark Group Inc. Class A Common Stock,United States,Finance,Real Estate
NMS,"Nuveen Minnesota Quality Municipal Income Fund ",United States,Finance,Finance Companies
NMT,Nuveen Massachusetts Quality Municipal Income Fund Common Stock,United States,Finance,Finance/Investors Services
NMTC,NeuroOne Medical Technologies Corporation Common Stock,United States,Health Care,Medical Specialities
NMTR,9 Meters Biopharma Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NMZ,Nuveen Municipal High Income Opportunity Fund Common Stock $0.01 par value per share,United States,Finance,Finance/Investors Services
NN,NextNav Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
NNBR,NN Inc. Common Stock,United States,Industrials,Consumer Electronics/Appliances
NNDM,Nano Dimension Ltd. American Depositary Shares,Israel,Technology,Electrical Products
NNI,Nelnet Inc. Common Stock,United States,Finance,Finance: Consumer Services
NNN,National Retail Properties Common Stock,United States,Real Estate,Real Estate Investment Trusts
NNOX,NANO-X IMAGING LTD Ordinary Shares,Israel,Health Care,Medical Electronics
NNVC,NanoViricides Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NNY,Nuveen New York Municipal Value Fund Common Stock,United States,Finance,Investment Managers
NOA,North American Construction Group Ltd. Common Shares (no par),Canada,Consumer Staples,Meat/Poultry/Fish
NOAC,Natural Order Acquisition Corp. Common Stock,United States,Industrials,Consumer Electronics/Appliances
NOACU,Natural Order Acquisition Corp. Unit,United States,Industrials,Consumer Electronics/Appliances
NOACW,Natural Order Acquisition Corp. Warrant,United States,Industrials,Consumer Electronics/Appliances
NOAH,Noah Holdings Limited,China,Finance,Investment Managers
NOC,Northrop Grumman Corporation Common Stock,United States,Technology,Security Systems Services
NODK,NI Holdings Inc. Common Stock,United States,Finance,Property-Casualty Insurers
NOG,Northern Oil and Gas Inc. Common Stock,United States,Energy,Oil & Gas Production
NOGN,Nogin Inc. Common Stock,United States,Industrials,Consumer Electronics/Appliances
NOK,Nokia Corporation Sponsored American Depositary Shares,Finland,Technology,Radio And Television Broadcasting And Communications Equipment
NOM,"Nuveen Missouri Quality Municipal Income Fund ",United States,Finance,Investment Managers
NOTV,Inotiv Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NOV,NOV Inc. Common Stock,United States,Industrials,Metal Fabrications
NOVA,Sunnova Energy International Inc. Common Stock,United States,Utilities,Electric Utilities: Central
NOVN,Novan Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
NOW,ServiceNow Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
NPAB,New Providence Acquisition Corp. II Class A Common Stock,United States,Industrials,Consumer Electronics/Appliances
NPCE,Neuropace Inc. Common Stock,United States,Health Care,Medical Specialities
NPK,National Presto Industries Inc. Common Stock,United States,Consumer Discretionary,Military/Government/Technical
NPV,Nuveen Virginia Quality Municipal Income Fund Common Stock,United States,Finance,Investment Managers
NQP,Nuveen Pennsylvania Quality Municipal Income Fund Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
NR,Newpark Resources Inc. Common Stock,United States,Industrials,Metal Fabrications
NRAC,Noble Rock Acquisition Corporation Class A Ordinary Share,United States,Finance,Business Services
